stride_id,timestamp,gait_cluster,cluster_confidence,ood,ood_engaged,d_patient,d_healthy,d_target,healthy_region_threshold,manifold_deviation,delta_healthy,estimated_swing_time,estimated_stance_time,estimated_stride_time,estimated_swing_ratio,estimated_stance_ratio,estimated_swing_stance_ratio,phase_source,swing_symmetry_ratio,stance_symmetry_ratio,swing_stance_symmetry_ratio,belt_excursion,peak_belt_velocity,trunk_acc_rms,trunk_gyro_rms,swing_ratio_error,belt_excursion_error,temporal_symmetry_error,trunk_error,biomechanical_deviation,reference_source,decision_state,raw_assist_gain,assist_gain,gain_updated,target_belt_length,motor_position,motor_velocity,motor_current
16,97.99,S0,1.0,0,0,0.9375458883065373,1.7827660262503533,1.7827660262503533,0.8213994393425422,1.0,0.016133090774506087,0.6700000000000017,0.9399999999999977,1.6099999999999994,0.4161490683229826,0.5838509316770174,0.712765957446812,belt_cycle,,,,124.9,602.0,0.1536200849597027,1.0424461416424178,0.0,0.0,,0.46899826261230343,0.0,healthy_reference:0p6,MANIFOLD_DEVIATION_ONLY,0.0,0.0,0,-111.0756684564593,-1.07,9.01,0.04
17,99.69,S0,1.0,0,0,0.5283271809690815,1.810414943314819,1.810414943314819,0.8213994393425422,1.0,-0.011515826289959508,0.6500000000000057,1.0499999999999972,1.7000000000000028,0.3823529411764733,0.6176470588235267,0.6190476190476262,belt_cycle,,,,110.5,514.7,0.10566941326963367,1.1826703538080205,0.0,0.0,,0.0,0.0,healthy_reference:0p6,MANIFOLD_DEVIATION_ONLY,0.0,0.0,0,-111.0756684564593,-1.19,5.69,0.05
18,101.35,S0,1.0,0,0,0.7657495292196401,1.7940496381267088,1.7940496381267088,0.8213994393425422,1.0,0.004849478898150572,0.6799999999999926,0.980000000000004,1.6599999999999966,0.40963855421686385,0.5903614457831361,0.6938775510203978,belt_cycle,,,,113.6,557.4,0.14321723019320803,1.1269464765182031,0.0,0.0,,0.0,0.0,healthy_reference:0p6,MANIFOLD_DEVIATION_ONLY,0.0,0.0,1,-111.0756684564593,-1.2,9.33,0.16
19,102.91,S0,1.0,0,0,0.8619815088650362,1.7641535320032777,1.7641535320032777,0.8213994393425422,1.0,0.03474558502158165,0.6700000000000017,0.8900000000000006,1.5600000000000023,0.42948717948717996,0.57051282051282,0.7528089887640463,belt_cycle,,,,115.19999999999999,566.9,0.13045227205748847,1.169863719396972,0.0,0.0,,0.0,0.0,healthy_reference:0p6,MANIFOLD_DEVIATION_ONLY,0.0,0.0,0,-111.0756684564593,-1.24,4.73,0.08
20,104.57,S0,1.0,0,0,0.2653771385886932,1.6893378093736482,1.6893378093736482,0.8213994393425422,1.0,0.10956130765121119,0.6199999999999903,1.0400000000000063,1.6599999999999966,0.3734939759036094,0.6265060240963906,0.5961538461538333,belt_cycle,,,,115.1,530.0,0.11019144640908608,0.8735428307458358,0.046565065553585416,0.0,,0.0,0.013969519666075625,healthy_reference:0p6,COMBINED_DEVIATION,0.011175615732860501,0.0,0,-111.0756684564593,-1.14,4.6,-0.06
21,106.3,S0,1.0,0,0,0.7755887735681541,1.9538261770012322,1.9538261770012322,1.006736966214321,1.0,-0.1549270599763728,0.6700000000000017,1.0600000000000023,1.730000000000004,0.38728323699421974,0.6127167630057803,0.6320754716981135,belt_cycle,,,,112.3,526.1,0.11656666346692347,1.2821608123386103,0.0,0.0,,1.0,0.0,healthy_reference:0p4,MANIFOLD_DEVIATION_ONLY,0.0,0.0,1,-111.0756684564593,-1.13,4.66,0.09
22,108.09,S0,1.0,0,0,0.6212322576341875,1.6929655536906107,1.6929655536906107,1.006736966214321,1.0,0.10593356333424864,0.7000000000000028,1.0900000000000034,1.7900000000000063,0.3910614525139667,0.6089385474860333,0.6422018348623859,belt_cycle,,,,124.5,582.0,0.12608088996383648,1.1487160661656237,0.0,0.0,,1.0,0.0,healthy_reference:0p4,MANIFOLD_DEVIATION_ONLY,0.0,0.0,0,-111.0756684564593,-1.12,6.67,0.08
23,109.66,S0,1.0,0,0,1.26789422684024,2.1397535525903475,2.1397535525903475,0.8213994393425422,1.0,-0.3408544355654881,0.7199999999999989,0.8499999999999943,1.5699999999999932,0.45859872611465097,0.5414012738853491,0.8470588235294161,belt_cycle,,,,125.80000000000001,602.4,0.17431984184135793,1.247035209779594,0.0,0.0,,1.0,0.0,healthy_reference:0p6,MANIFOLD_DEVIATION_ONLY,0.0,0.0,0,-111.0756684564593,-1.08,10.5,0.08
24,111.46,S0,1.0,0,0,0.9435734560820168,1.9628741286555822,1.9628741286555822,1.006736966214321,1.0,-0.1639750116307228,0.6299999999999955,1.1700000000000017,1.7999999999999972,0.34999999999999803,0.650000000000002,0.5384615384615338,belt_cycle,,,,120.80000000000001,491.0,0.11064868239581017,0.848311786115602,0.06443548430687063,0.0,,1.0,0.019330645292061188,healthy_reference:0p4,COMBINED_DEVIATION,0.015464516233648952,0.0,1,-111.0756684564593,-1.18,5.81,0.12
25,113.2,S0,1.0,0,0,0.8156781670268428,1.8056918321974018,1.8056918321974018,1.006736966214321,1.0,-0.0067927151725424295,0.7199999999999989,1.0200000000000102,1.740000000000009,0.413793103448273,0.586206896551727,0.7058823529411683,belt_cycle,,,,110.10000000000001,484.7,0.09733734480255468,0.8811774909840981,0.0,0.0,,1.0,0.0,healthy_reference:0p4,MANIFOLD_DEVIATION_ONLY,0.0,0.0,0,-111.0756684564593,-1.2,5.69,0.15
