stride_id,timestamp,gait_cluster,cluster_confidence,ood,ood_engaged,d_patient,d_healthy,d_target,healthy_region_threshold,manifold_deviation,delta_healthy,estimated_swing_time,estimated_stance_time,estimated_stride_time,estimated_swing_ratio,estimated_stance_ratio,estimated_swing_stance_ratio,phase_source,swing_symmetry_ratio,stance_symmetry_ratio,swing_stance_symmetry_ratio,belt_excursion,peak_belt_velocity,trunk_acc_rms,trunk_gyro_rms,swing_ratio_error,belt_excursion_error,temporal_symmetry_error,trunk_error,biomechanical_deviation,reference_source,decision_state,raw_assist_gain,assist_gain,gain_updated,target_belt_length,motor_position,motor_velocity,motor_current
16,152.02,S0,1.0,0,0,0.6103353914583767,1.688370571261368,1.688370571261368,0.8213994393425422,1.0,0.08428472637404649,0.6500000000000057,1.0,1.6500000000000057,0.39393939393939603,0.606060606060604,0.6500000000000057,belt_cycle,,,,109.30000000000001,425.0,0.11798016461271987,1.2456306259214394,0.0,0.0,,0.0,0.0,healthy_reference:0p6,MANIFOLD_DEVIATION_ONLY,0.0,0.0,0,-98.20626684576119,-1.74,6.02,0.46
17,153.71,S0,1.0,0,0,0.908949143751718,1.8241851428791516,1.8241851428791516,0.8213994393425422,1.0,-0.05152984524373716,0.6599999999999966,1.0300000000000011,1.6899999999999977,0.3905325443786967,0.6094674556213032,0.6407766990291222,belt_cycle,,,,94.3,340.9,0.11736163896591967,1.1724907003931115,0.0,0.03252282753667811,,0.0,0.022765979275674676,healthy_reference:0p6,COMBINED_DEVIATION,0.01821278342053974,0.0,0,-98.20626684576119,-1.83,4.89,0.49
18,155.55,S0,1.0,0,0,1.0080621766321551,2.027869810712032,2.027869810712032,1.006736966214321,1.0,-0.2552145130766177,0.6699999999999875,1.170000000000016,1.8400000000000034,0.3641304347826012,0.6358695652173988,0.5726495726495542,belt_cycle,,,,91.5,357.0,0.12591069486624565,1.0035638902584385,0.0,0.0,,1.0,0.0,healthy_reference:0p4,MANIFOLD_DEVIATION_ONLY,0.0,0.0,1,-98.20626684576119,-1.85,2.99,0.42
19,157.32,S0,1.0,0,0,0.719908285235202,2.018266269306078,2.018266269306078,1.006736966214321,1.0,-0.2456109716706636,0.7399999999999807,1.0300000000000011,1.7699999999999818,0.4180790960451911,0.5819209039548089,0.718446601941728,belt_cycle,,,,101.6,370.4,0.10517319693469505,1.0698793352238725,0.0,0.0,,1.0,0.0,healthy_reference:0p4,MANIFOLD_DEVIATION_ONLY,0.0,0.0,0,-98.20626684576119,-1.85,3.12,0.35
20,158.99,S0,1.0,0,0,0.4187642221022358,1.8095891750299644,1.8095891750299644,0.8213994393425422,1.0,-0.03693387739455001,0.710000000000008,0.960000000000008,1.670000000000016,0.4251497005988031,0.5748502994011969,0.7395833333333355,belt_cycle,,,,98.10000000000001,355.1,0.12447196452756837,1.2635463321251033,0.0,0.0,,0.0,0.0,healthy_reference:0p6,MANIFOLD_DEVIATION_ONLY,0.0,0.0,0,-98.20626684576119,-1.87,3.29,0.59
21,160.72,S0,1.0,0,0,0.9063126468548608,2.0549206626839758,2.0549206626839758,1.006736966214321,1.0,-0.28226536504856137,0.6599999999999966,1.0699999999999932,1.7299999999999898,0.3815028901734107,0.6184971098265893,0.6168224299065428,belt_cycle,,,,116.4,408.8,0.11296642644172197,0.9753624949775233,0.0,0.0,,1.0,0.0,healthy_reference:0p4,MANIFOLD_DEVIATION_ONLY,0.0,0.0,1,-98.20626684576119,-1.74,3.01,0.16
22,162.55,S0,1.0,0,0,0.9023792041114167,2.2664611156722927,2.2664611156722927,1.006736966214321,1.0,-0.4938058180368783,0.700000000000017,1.1299999999999955,1.8300000000000125,0.3825136612021925,0.6174863387978075,0.6194690265486902,belt_cycle,,,,96.8,344.2,0.11412353997941997,1.3068562587049082,0.0,0.0,,1.0,0.0,healthy_reference:0p4,MANIFOLD_DEVIATION_ONLY,0.0,0.0,0,-98.20626684576119,-1.75,3.18,0.11
23,164.32,S0,1.0,0,0,0.9023589677934524,1.9587013733532344,1.9587013733532344,1.006736966214321,1.0,-0.18604607571781995,0.7299999999999898,1.039999999999992,1.7699999999999818,0.4124293785310719,0.5875706214689281,0.7019230769230724,belt_cycle,,,,96.49999999999999,377.9,0.09518657711290114,0.7020004607423354,0.0,0.0,,1.0,0.0,healthy_reference:0p4,MANIFOLD_DEVIATION_ONLY,0.0,0.0,0,-98.20626684576119,-1.76,4.58,0.57
24,166.06,S0,1.0,0,0,0.8383027472577465,2.148415176995614,2.148415176995614,1.006736966214321,1.0,-0.3757598793601997,0.710000000000008,1.0300000000000011,1.740000000000009,0.4080459770114967,0.5919540229885033,0.6893203883495215,belt_cycle,,,,91.89999999999999,352.8,0.12269617158151334,1.2245598597834473,0.0,0.0,,1.0,0.0,healthy_reference:0p4,MANIFOLD_DEVIATION_ONLY,0.0,0.0,1,-98.20626684576119,-1.84,6.39,0.41
25,167.71,S0,1.0,0,0,0.899467131692563,2.0529404778687557,2.0529404778687557,0.8213994393425422,1.0,-0.28028518023334126,0.6899999999999977,0.960000000000008,1.6500000000000057,0.4181818181818154,0.5818181818181847,0.7187499999999917,belt_cycle,,,,95.10000000000001,362.4,0.10274557106624811,1.1120665847249758,0.0,0.024315173899661476,,0.0,0.01702062172976303,healthy_reference:0p6,COMBINED_DEVIATION,0.013616497383810426,0.0,0,-98.20626684576119,-1.82,4.42,0.39
