stride_id,timestamp,gait_cluster,cluster_confidence,ood,ood_engaged,d_patient,d_healthy,d_target,healthy_region_threshold,manifold_deviation,delta_healthy,estimated_swing_time,estimated_stance_time,estimated_stride_time,estimated_swing_ratio,estimated_stance_ratio,estimated_swing_stance_ratio,phase_source,swing_symmetry_ratio,stance_symmetry_ratio,swing_stance_symmetry_ratio,belt_excursion,peak_belt_velocity,trunk_acc_rms,trunk_gyro_rms,swing_ratio_error,belt_excursion_error,temporal_symmetry_error,trunk_error,biomechanical_deviation,reference_source,decision_state,raw_assist_gain,assist_gain,gain_updated,target_belt_length,motor_position,motor_velocity,motor_current
16,1062.06,S0,1.0,0,0,0.5961357897170729,2.1969003668558695,2.1969003668558695,0.8562813681631302,1.0,-0.11384163121653357,0.5699999999999363,0.7300000000000182,1.2999999999999545,0.4384615384615048,0.5615384615384952,0.7808219178081125,belt_cycle,,,,128.89999999999998,557.1,0.16140452453665355,1.2216037417040029,0.0,0.0,,0.0,0.0,healthy_reference:0p8,MANIFOLD_DEVIATION_ONLY,0.0,0.0,0,-83.81941478423022,-1.76,5.95,0.71
17,1063.5,S0,1.0,0,0,0.4607263697781158,2.1734824461466538,2.1734824461466538,0.8562813681631302,1.0,-0.09042371050731779,0.5199999999999818,0.9200000000000728,1.4400000000000546,0.3611111111110848,0.6388888888889152,0.5652173913042834,belt_cycle,,,,115.4,493.0,0.16121980308039344,1.0841354644967482,0.19716917014906243,0.0,,0.0,0.05915075104471873,healthy_reference:0p8,COMBINED_DEVIATION,0.04732060083577499,0.0,0,-83.81941478423022,-1.83,6.62,0.26
18,1064.78,S0,1.0,0,0,0.5778509071270915,2.2845084371264064,2.2845084371264064,0.8562813681631302,1.0,-0.20144970148707042,0.5799999999999272,0.7000000000000455,1.2799999999999727,0.4531249999999528,0.5468750000000472,0.8285714285712708,belt_cycle,,,,112.6,448.7,0.16829037963845217,1.0964974861951977,0.0,0.017452006980802792,,0.0,0.012216404886561954,healthy_reference:0p8,COMBINED_DEVIATION,0.009773123909249564,0.0,1,-83.81941478423022,-1.85,4.58,0.52
19,1066.17,S0,1.0,0,0,0.5025691312668873,2.1889173171962493,2.1889173171962493,0.8562813681631302,1.0,-0.1058585815569133,0.5099999999999909,0.8800000000001091,1.3900000000001,0.36690647482011096,0.633093525179889,0.5795454545453723,belt_cycle,,,,120.39999999999999,444.4,0.1525394766510288,1.0686420163595034,0.13921553305880074,0.0,,0.0,0.04176465991764022,healthy_reference:0p8,COMBINED_DEVIATION,0.03341172793411218,0.0,0,-83.81941478423022,-1.85,4.39,0.33
20,1067.55,S0,1.0,0,0,0.3952965254476663,1.8698860505290085,1.8698860505290085,0.8562813681631302,1.0,0.2131726851103275,0.5599999999999454,0.8199999999999363,1.3799999999998818,0.4057971014492706,0.5942028985507294,0.6829268292682792,belt_cycle,,,,124.60000000000001,434.1,0.16710120996099428,1.0162072469384944,0.0,0.0,,0.0,0.0,healthy_reference:0p8,MANIFOLD_DEVIATION_ONLY,0.0,0.0,0,-83.81941478423022,-1.89,4.39,0.35
21,1068.96,S0,1.0,0,0,0.7760215390251312,2.0757777480860207,2.0757777480860207,0.8562813681631302,1.0,0.007280987553315299,0.5499999999999545,0.8600000000001273,1.4100000000000819,0.3900709219857607,0.6099290780142393,0.6395348837207827,belt_cycle,,,,133.4,544.1,0.1756741285391339,1.2084082907755427,0.0,0.0,,0.0,0.0,healthy_reference:0p8,MANIFOLD_DEVIATION_ONLY,0.0,0.01113724264470406,1,-84.93313904870062,-1.86,7.05,0.31
22,1070.31,S0,1.0,0,0,0.8933705081515998,2.378296755337843,2.378296755337843,0.8562813681631302,1.0,-0.29523801969850716,0.5599999999999454,0.7899999999999636,1.349999999999909,0.4148148148148023,0.5851851851851977,0.7088607594936345,belt_cycle,,,,109.0,434.6,0.15560140792934168,1.3148187116914551,0.0,0.04886561954624777,,0.0,0.034205933682373436,healthy_reference:0p8,COMBINED_DEVIATION,0.02736474694589875,0.01113724264470406,0,-84.93313904870062,-1.91,6.24,0.47
23,1071.6,S0,1.0,0,0,0.697815823951781,2.3309621232521596,2.3309621232521596,0.8562813681631302,1.0,-0.2479033876128236,0.5399999999999636,0.75,1.2899999999999636,0.4186046511627743,0.5813953488372257,0.7199999999999515,belt_cycle,,,,111.4,446.6,0.18017255665569934,1.213460692761839,0.0,0.02792321116928437,,0.0,0.01954624781849906,healthy_reference:0p8,COMBINED_DEVIATION,0.015636998254799247,0.01113724264470406,0,-84.93313904870062,-1.91,5.14,0.53
24,1073.01,S0,1.0,0,0,0.7061696672650241,2.4063244246360087,2.4063244246360087,0.8562813681631302,1.0,-0.32326568899667274,0.5099999999999909,0.900000000000091,1.4100000000000819,0.361702127659547,0.638297872340453,0.5666666666665993,belt_cycle,,,,115.10000000000001,420.1,0.1664264567247936,1.2943777374075136,0.19125900466444024,0.0,,0.0,0.05737770139933207,healthy_reference:0p8,COMBINED_DEVIATION,0.045902161119465656,0.029634635440054555,1,-86.78287832823567,-1.91,6.57,0.46
25,1074.29,S0,1.0,0,0,0.9119714594140969,2.4785607122263205,2.4785607122263205,0.8562813681631302,1.0,-0.3955019765869845,0.5599999999999454,0.7200000000000273,1.2799999999999727,0.4374999999999667,0.5625000000000333,0.7777777777776725,belt_cycle,,,,100.5,374.2,0.153924245047234,1.125922569260773,0.0,0.12303664921465965,,0.0,0.08612565445026175,healthy_reference:0p8,COMBINED_DEVIATION,0.06890052356020941,0.029634635440054555,0,-86.78287832823567,-1.97,5.87,0.56
